 ,Area,Mean,Min,Max,X,Y
1,0,189,189,189,30.000,152.000
2,0,225,225,225,267.500,112.167
3,0,210,210,210,330.833,69.500
4,0,200,200,200,312.833,119.500
5,0,96,96,96,422.167,129.500
6,0,127,127,127,613.500,110.833
7,0,80,80,80,480.167,176.833
8,0,0,0,0,426.833,157.500
9,0,156,156,156,302.167,162.833
10,0,48,48,48,272.167,172.167
11,0,40,40,40,162.167,164.833
12,0,101,101,101,134.833,172.167
13,0,27,27,27,46.833,160.833
14,0,1,1,1,38.833,163.500
