 ,Area,Mean,Min,Max,X,Y
1,0,129,129,129,1446.000,507.000
2,0,150,150,150,517.833,485.833
3,0,150,150,150,455.833,415.167
4,0,169,169,169,460.500,495.833
5,0,121,121,121,243.500,504.500
6,0,122,122,122,129.500,390.500
7,0,163,163,163,65.500,601.500
8,0,147,147,147,245.500,532.500
9,0,111,111,111,597.833,545.833
10,0,184,184,184,849.833,580.500
11,0,130,130,130,992.500,548.500
12,0,166,166,166,1189.500,505.500
13,0,123,123,123,1391.500,554.500
14,0,155,155,155,1383.000,559.000
