 ,Area,Mean,Min,Max,X,Y
1,0,1,1,1,45.000,201.000
2,0,3,3,3,44.167,201.833
3,0,15,15,15,230.167,159.833
4,0,2,2,2,270.833,123.833
5,0,4,4,4,268.833,161.167
6,0,3,3,3,502.000,195.500
7,0,3,3,3,599.500,149.500
8,0,3,3,3,537.000,246.000
9,0,3,3,3,498.500,209.500
10,0,3,3,3,343.500,221.833
11,0,3,3,3,324.500,231.833
12,0,3,3,3,185.500,220.000
13,0,3,3,3,163.000,226.000
14,0,13,13,13,108.500,213.500
15,0,4,4,4,101.000,214.500
