 ,Area,Mean,Min,Max,X,Y
1,0,5,5,5,45.833,232.167
2,0,9,9,9,209.000,195.000
3,0,2,2,2,269.500,154.500
4,0,12,12,12,272.000,197.000
5,0,14,14,14,475.000,215.000
6,0,5,5,5,591.500,188.500
7,0,13,13,13,520.000,253.500
8,0,12,12,12,465.500,233.500
9,0,4,4,4,330.500,241.167
10,0,12,12,12,300.500,243.167
11,0,12,12,12,176.167,235.500
12,0,5,5,5,151.500,245.167
13,0,12,12,12,88.167,241.167
14,0,5,5,5,76.500,241.500
