 ,Area,Mean,Min,Max,X,Y
1,0,4,4,4,55.000,205.000
2,0,13,13,13,329.500,178.500
3,0,0,0,0,371.500,149.000
4,0,2,2,2,374.000,189.000
5,0,4,4,4,488.500,195.500
6,0,4,4,4,591.167,188.833
7,0,4,4,4,584.167,213.833
8,0,0,0,0,324.167,212.500
9,0,2,2,2,292.167,226.167
10,0,0,0,0,209.500,220.500
11,0,4,4,4,167.500,227.167
12,0,4,4,4,76.000,220.250
13,0,0,0,0,53.750,220.000
